customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
9102-38875,Male,0,No,Yes,19,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),53.73,1079.4,No
8116-65082,Female,0,Yes,No,16,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),55.52,900.84,Yes
5383-33226,Male,0,No,No,55,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,58.51,3176.94,No
4936-37677,Female,0,No,No,30,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),41.84,1188.43,No
2699-20298,Male,0,No,No,16,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),94.26,1463.67,Yes
5507-45848,Female,0,Yes,Yes,41,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,Yes,Mailed check,78.52,3182.63,No
1135-73654,Female,0,No,No,51,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),67.91,3444.13,No
3025-27744,Female,0,No,Yes,33,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),43.89,1540.26,No
4535-33434,Female,0,Yes,No,41,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,64.23,2656.55,No
5854-58001,Male,0,Yes,No,33,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,74.22,2561.21,No
6367-77262,Male,0,Yes,Yes,45,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Two year,No,Electronic check,90.9,4131.43,No
3890-69633,Female,0,No,Yes,38,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,100.55,3827.43,No
3757-58917,Female,0,Yes,No,29,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,86.63,2494.08,No
4773-89804,Female,1,No,Yes,41,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),76.87,3169.0,No
9572-56745,Female,0,No,No,29,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,40.54,1165.35,No
7652-10907,Female,0,No,Yes,16,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,79.49,1145.5,Yes
2528-68602,Female,0,Yes,No,37,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),47.02,1636.89,No
5571-23764,Female,0,No,Yes,32,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),59.23,1737.63,No
6049-34409,Male,0,Yes,Yes,26,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,95.29,2480.35,No
1848-18390,Male,0,Yes,No,21,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),84.65,1761.3,Yes
5127-40172,Female,0,No,No,30,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,64.33,1903.32,No
8351-50542,Female,0,No,No,23,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),21.74,485.31,Yes
6866-57324,Female,0,Yes,No,48,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Electronic check,42.27,2086.66,No
6869-58196,Female,1,Yes,No,43,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,29.0,1218.14,No
3121-78901,Male,1,Yes,No,44,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),79.93,3536.83,No
5681-35836,Male,1,No,No,17,No,No phone service,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Electronic check,103.62,1727.63,Yes
1472-31663,Male,0,No,No,21,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),56.33,1174.46,No
2787-15951,Female,0,Yes,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),48.38,763.7,Yes
1113-25175,Female,0,No,No,33,No,No phone service,DSL,Yes,No,No,Yes,No,Yes,Two year,No,Credit card (automatic),24.44,680.17,No
7473-21027,Female,1,No,No,32,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),97.64,3134.2,No
9530-85630,Female,1,No,Yes,22,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,88.14,1860.51,No
3285-98617,Male,0,No,Yes,29,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),80.57,2298.66,No
2196-22167,Male,0,No,No,21,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,63.19,1330.45,Yes
1078-84305,Female,0,No,Yes,50,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),57.2,2803.31,No
5559-33060,Male,0,Yes,No,9,No,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,125.07,1165.65,Yes
7017-76556,Female,0,Yes,No,23,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),61.06,1434.56,No
3652-87381,Male,1,No,No,15,No,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),95.76,1424.77,Yes
5318-20485,Male,0,No,No,46,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),22.08,1056.52,No
6385-83450,Male,0,Yes,No,39,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,57.77,2144.32,No
8054-18802,Female,0,Yes,Yes,24,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,83.79,2028.4,No
1827-43314,Female,1,Yes,No,31,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),96.39,2993.57,No
5923-58298,Female,0,Yes,No,15,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),96.77,1486.49,Yes
4385-29565,Male,0,No,No,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),60.24,1591.47,No
7056-54233,Female,0,No,Yes,20,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),103.11,2064.3,No
2965-95907,Female,0,No,No,32,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),98.83,3189.8,No
3427-58384,Female,0,No,No,9,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,102.35,943.15,Yes
3841-62485,Female,0,Yes,No,31,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,51.06,1663.04,No
9805-94660,Female,0,Yes,No,45,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),83.68,3788.41,No
9754-88253,Female,0,Yes,No,34,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),17.78,557.94,No
7563-72970,Female,1,No,Yes,17,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,102.96,1749.75,Yes
6840-47669,Male,0,No,Yes,19,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,No,Electronic check,45.0,797.37,Yes
8810-36272,Male,0,Yes,Yes,40,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,42.51,1748.79,No
7064-21842,Female,0,No,No,24,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),79.65,1949.51,No
8144-74099,Male,1,No,No,45,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,83.63,3827.2,No
5352-12082,Male,0,Yes,No,24,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,No,One year,No,Bank transfer (automatic),73.13,1802.51,No
1184-63804,Male,0,Yes,No,18,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),77.07,1301.41,No
6809-36261,Male,0,No,No,15,No,No phone service,DSL,No,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),22.76,283.86,Yes
5065-96506,Male,1,No,Yes,29,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),23.6,835.92,No
8181-19795,Female,0,No,Yes,48,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),20.32,962.01,No
9437-55309,Female,0,No,No,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),97.44,1153.59,Yes
8504-71456,Male,0,Yes,Yes,29,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),24.47,740.71,No
8426-30180,Female,0,Yes,No,28,No,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),114.39,3207.53,Yes
3087-73288,Male,0,No,Yes,32,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,95.99,3163.17,No
1600-56335,Female,0,No,Yes,18,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,112.98,2025.92,Yes
8804-43268,Male,0,No,No,38,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,95.23,3622.3,No
6537-76551,Male,0,Yes,Yes,22,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),77.15,1701.39,No
4033-34489,Male,0,No,Yes,17,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),68.09,1153.28,Yes
3056-69398,Male,0,No,No,37,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),55.32,2096.81,No
9724-64470,Female,1,No,Yes,33,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),102.08,3395.24,No
6084-87402,Male,0,No,Yes,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),63.57,2083.64,No
3042-90808,Male,0,No,No,27,No,No phone service,Fiber optic,No,No,Yes,Yes,No,No,Two year,No,Electronic check,73.94,2001.82,No
8960-42161,Female,1,No,Yes,45,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,110.35,5037.76,No
1357-77635,Male,0,No,No,18,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Mailed check,138.18,2436.49,Yes
1377-81922,Male,1,No,Yes,55,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,96.25,5287.41,No
5488-80874,Female,0,Yes,No,55,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),66.91,3743.11,No
5797-70361,Male,0,Yes,No,11,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,82.33,939.0,Yes
4307-83836,Female,0,Yes,Yes,31,No,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),37.11,1253.26,No
3596-70766,Female,0,No,No,38,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),36.2,1261.5,No
1783-31400,Female,1,Yes,No,19,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,142.99,2736.32,Yes
6924-34641,Male,1,No,No,41,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,77.29,3094.77,No
3379-62233,Male,0,No,Yes,26,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),21.33,431.89,No
8831-79833,Female,0,No,Yes,38,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),49.56,1826.27,No
6267-29332,Male,0,No,Yes,31,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,One year,Yes,Credit card (automatic),46.39,1471.89,No
8638-25201,Male,0,Yes,No,28,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Credit card (automatic),34.65,921.8,No
3538-55382,Female,0,No,No,34,No,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,51.6,1880.34,No
1861-56129,Male,0,Yes,No,30,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),56.62,1728.07,No
2876-43808,Male,0,No,Yes,32,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Mailed check,43.79,1376.04,No
4526-88346,Male,1,Yes,No,36,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),27.87,1030.89,No
2622-83524,Female,0,No,No,15,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,100.08,1490.24,Yes
6518-66625,Male,0,Yes,No,20,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Mailed check,53.92,1022.72,No
3657-50327,Female,0,Yes,No,15,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),113.33,1729.52,Yes
2932-29579,Male,0,Yes,Yes,27,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,63.41,1676.99,No
9699-31483,Male,0,No,No,26,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Electronic check,85.96,2222.31,No
4478-10503,Female,0,No,Yes,33,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,56.11,1781.27,No
3656-80880,Female,0,Yes,No,45,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,75.28,3419.11,No
1289-18947,Male,0,Yes,No,20,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),103.64,2073.98,Yes
8011-19533,Female,0,No,No,40,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,91.65,3726.35,No
6858-57576,Male,0,Yes,No,25,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),17.76,503.49,Yes
8323-50916,Female,0,No,No,55,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),102.05,5710.0,No
3829-56923,Male,0,No,No,50,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,46.72,2421.57,No
6962-65162,Female,0,No,No,17,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),51.46,890.28,Yes
5812-90729,Male,0,Yes,Yes,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.03,717.48,No
8264-76917,Male,1,Yes,Yes,22,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,29.02,609.96,No
9758-17012,Female,0,No,No,13,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,One year,No,Electronic check,48.51,734.92,Yes
2473-25213,Female,0,No,No,24,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),31.42,733.34,No
2987-37563,Male,0,Yes,Yes,50,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),26.24,1414.48,No
8673-25212,Female,0,Yes,Yes,18,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),81.98,1437.81,Yes
4260-70188,Female,0,Yes,Yes,34,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,Yes,Mailed check,87.14,2880.77,No
8490-56576,Female,0,Yes,No,23,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),94.27,2212.04,No
7739-20711,Female,0,Yes,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,71.5,863.66,Yes
4251-19515,Female,0,Yes,No,24,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),104.83,2543.73,Yes
6905-30193,Female,0,Yes,No,15,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,123.57,1807.31,Yes
6300-77667,Female,1,No,No,24,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,One year,No,Mailed check,72.65,1800.33,No
6054-12424,Male,0,No,Yes,34,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),59.56,2039.25,No
2716-54344,Female,0,Yes,Yes,37,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),82.13,2988.92,No
2310-73092,Female,0,Yes,No,17,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),61.17,1075.83,Yes
1617-97359,Female,0,Yes,Yes,19,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,One year,Yes,Mailed check,40.15,782.64,Yes
5257-69595,Male,0,Yes,No,45,No,No phone service,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,33.92,1463.92,No
7099-64626,Female,0,Yes,No,8,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),38.6,351.78,Yes
1468-19200,Male,0,No,Yes,40,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,35.05,1501.83,No
6905-60469,Female,0,No,No,31,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,25.76,736.81,No
2139-33031,Female,0,Yes,No,28,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,93.53,2731.96,No
9728-13216,Male,0,No,No,12,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,35.52,529.57,Yes
1951-55594,Female,0,Yes,Yes,36,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,34.54,1177.6,No
9012-10016,Male,0,No,No,15,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Mailed check,115.46,1692.66,Yes
4006-36378,Female,0,No,No,50,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,No,One year,No,Bank transfer (automatic),18.11,865.84,No
7075-41734,Female,0,No,Yes,24,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),81.88,1987.85,No
8890-88886,Male,0,No,No,30,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),18.37,456.2,No
6952-24450,Female,0,Yes,Yes,17,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),117.39,2023.33,Yes
8077-11473,Female,1,Yes,Yes,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),57.97,824.26,Yes
2971-35525,Female,0,Yes,No,56,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),68.67,3708.59,No
2191-38572,Male,1,No,No,49,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,23.68,1281.01,No
4920-52028,Female,0,Yes,Yes,33,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,No,Electronic check,40.04,1328.16,No
8765-47079,Female,1,No,No,28,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),32.8,897.8,No
7193-68967,Female,0,No,No,37,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,25.13,799.13,No
4046-62047,Male,0,No,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,105.47,3742.18,No
1304-40110,Female,0,No,Yes,34,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,22.02,756.96,No
7339-11946,Male,1,No,No,23,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),74.13,1779.3,No
9043-31943,Female,0,Yes,Yes,44,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),105.81,4687.6,No
5908-25740,Female,0,No,No,9,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,28.14,353.86,Yes
3804-84712,Female,0,Yes,Yes,41,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,32.88,1373.67,No
4936-54651,Female,0,No,Yes,33,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),74.9,2492.55,No
1712-47269,Male,0,No,No,18,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,87.56,1503.33,No
7848-87154,Male,0,No,No,21,No,No phone service,Fiber optic,No,No,Yes,No,No,No,One year,No,Credit card (automatic),52.9,1086.6,Yes
9366-48682,Male,0,No,No,36,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,43.14,1538.92,No
4205-34601,Male,0,Yes,No,29,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,53.87,1510.21,No
6185-42850,Female,0,No,No,41,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Mailed check,42.83,1707.47,No
7506-51132,Female,0,Yes,No,29,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),88.16,2587.14,No
2772-60150,Female,0,Yes,Yes,21,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),68.23,1491.57,No
2074-15804,Male,1,No,No,24,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),87.89,2076.86,Yes
6447-95061,Female,0,Yes,No,36,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,44.22,1582.62,No
9783-62034,Female,1,No,Yes,41,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,One year,No,Credit card (automatic),55.06,2193.11,No
6264-55061,Male,0,Yes,No,41,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),15.71,687.66,No
8322-37419,Male,0,No,Yes,44,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),70.72,3224.67,No
7651-33746,Female,1,No,Yes,20,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,One year,No,Bank transfer (automatic),70.29,1409.97,Yes
3410-88348,Female,0,Yes,Yes,34,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),49.57,1648.03,No
7441-77581,Female,0,No,No,36,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),83.24,3039.23,No
9685-35336,Female,0,No,No,22,No,No phone service,Fiber optic,No,No,No,No,No,Yes,One year,No,Electronic check,21.41,415.1,Yes
9737-55952,Female,0,No,Yes,13,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),42.63,569.14,Yes
4956-57143,Male,0,No,No,28,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),41.61,1226.38,No
7553-97204,Female,1,No,No,26,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),51.68,1295.71,No
7869-69379,Female,0,No,Yes,45,No,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),77.01,3476.9,No
8531-44320,Female,1,No,No,33,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),83.94,2694.88,No
4094-46516,Male,0,No,No,37,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),33.53,1168.96,No
3365-69789,Female,1,No,Yes,38,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,79.7,3151.49,No
7668-81114,Female,0,Yes,No,48,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,96.43,4688.35,No
6000-71240,Male,0,No,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),78.55,1039.35,Yes
8920-51798,Male,0,Yes,No,22,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,129.83,2875.36,Yes
4347-96615,Male,0,Yes,No,44,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,60.99,2646.25,No
4675-65920,Female,0,No,Yes,18,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,77.06,1343.98,No
1952-76473,Female,0,Yes,Yes,37,No,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,77.18,2783.64,No
4300-75326,Male,0,No,No,48,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,17.29,866.97,No
4179-83131,Male,0,No,Yes,20,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,45.42,941.49,No
